player,p1_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p2_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,timer,is_round_over,up,down,left,right,A,B,X,Y,start,select,L,R,p1_move_0,p1_move_1,p1_move_2,p1_move_3,p1_move_4,p1_move_5,p2_move_0,p2_move_1,p2_move_2,p2_move_3,p2_move_4,p2_move_5
1,4,100,154,87,0,0,2,100,233,192,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
1,6,100,104,176,0,0,7,100,299,128,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1,0,100,222,182,0,0,0,100,354,192,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
1,6,100,157,170,0,0,7,100,238,176,0,0,85,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2,0,66,389,192,0,0,4,84,180,192,0,0,38,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,0,100,386,192,0,0,4,84,214,140,0,0,96,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
1,6,100,76,178,0,0,7,100,159,179,0,0,94,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
1,4,69,225,192,0,0,4,100,191,154,0,0,88,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
1,1,100,199,194,0,0,2,100,284,192,0,0,59,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
1,0,100,316,194,0,0,0,100,453,184,0,0,113,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2,10,13,55,192,0,0,9,100,235,168,0,0,98,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1,0,100,235,194,0,0,0,100,316,115,0,0,82,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1,6,100,59,192,0,0,7,100,239,192,0,0,102,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
1,10,100,178,192,0,0,5,100,287,192,0,0,117,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
2,0,69,334,194,0,0,4,63,270,190,0,0,114,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
1,10,67,55,192,0,0,9,100,256,192,0,0,104,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
2,0,88,363,192,0,0,4,84,170,163,0,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
1,1,100,192,183,0,0,2,100,349,105,0,0,54,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2,0,100,386,192,0,0,4,100,176,192,0,0,102,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2,4,69,130,192,0,0,4,100,253,192,0,0,96,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1,1,100,205,192,0,0,2,100,308,192,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
2,3,100,250,169,0,0,7,100,341,184,0,0,96,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
1,0,100,322,194,0,0,4,92,127,190,0,0,23,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
1,10,100,120,192,0,0,5,100,55,192,0,0,101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
1,0,88,345,194,0,0,4,85,128,183,0,0,20,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
2,0,8,423,192,0,0,4,63,214,192,0,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
2,10,100,136,194,0,0,9,100,300,177,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
2,0,100,391,179,0,0,4,100,187,175,0,0,103,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
1,0,100,146,192,0,0,0,100,327,192,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,4,100,84,194,0,0,4,100,154,189,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
1,8,79,66,192,0,0,1,100,196,192,0,0,114,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
2,0,64,407,190,0,0,4,80,137,176,0,0,31,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
1,0,88,345,163,0,0,4,84,150,192,0,0,54,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
1,10,100,275,192,0,0,9,100,161,192,0,0,120,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2,0,100,401,186,0,0,4,100,307,192,0,0,120,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
1,4,100,187,92,0,0,2,100,208,192,0,0,24,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
1,8,100,99,189,0,0,1,100,240,192,0,0,61,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,4,19,336,179,0,0,2,100,189,101,0,0,115,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
1,4,100,182,192,0,0,2,100,233,192,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1,10,100,70,189,0,0,9,100,308,189,0,0,72,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,4,100,181,145,0,0,2,100,227,192,0,0,55,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
2,3,100,176,182,0,0,7,100,303,192,0,0,83,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1,8,46,55,152,0,0,1,100,137,192,0,0,102,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
1,0,100,356,192,0,0,4,100,304,192,0,0,120,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1
2,4,100,165,180,0,0,4,100,208,192,0,0,74,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
1,4,100,189,194,0,0,4,100,283,141,0,0,83,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,10,40,410,178,0,0,9,100,55,168,0,0,103,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
1,0,100,385,193,0,0,4,100,197,156,0,0,114,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,4,100,205,192,0,0,4,100,307,192,0,0,120,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
2,10,40,55,186,0,0,9,100,246,192,0,0,101,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,10,100,436,183,0,0,9,100,152,192,0,0,64,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
1,0,100,357,191,0,0,4,100,180,192,0,0,96,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
1,1,100,247,192,0,0,2,100,377,192,0,0,119,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,0,100,199,194,0,0,0,100,333,185,0,0,115,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
1,8,74,170,194,0,0,1,100,85,192,0,0,82,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,6,100,144,192,0,0,7,100,239,192,0,0,105,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
2,0,88,359,141,0,0,4,84,150,192,0,0,53,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
1,0,45,365,192,0,0,4,63,426,192,0,0,18,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
1,4,96,173,192,0,0,4,100,253,192,0,0,98,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,0,22,438,188,0,0,4,65,228,182,0,0,21,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1,10,100,158,181,0,0,5,100,308,99,0,0,27,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
1,0,100,326,172,0,0,0,100,444,192,0,0,103,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
2,4,100,159,194,0,0,4,100,197,152,0,0,50,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
